,# YTID,start_seconds,end_seconds,positive_labels,label_names
15704,fPIG7nrpgec,10.0,20.0,"""/m/02sgy,/m/0342h,/m/039jq,/m/04rlf,/m/04szw,/m/0fx80y,/m/0l14_3""",Electric guitar | Guitar | Glass | Music | Musical instrument | Plucked string instrument | Bowed string instrument
15705,fPYxUa1ZVAY,30.0,40.0,"""/m/085jw,/m/0l14j_""","Wind instrument, woodwind instrument | Flute"
15706,fPmrDPEyOW8,29.0,39.0,"""/m/03cl9h,/m/09x0r""","Ice cream truck, ice cream van | Speech"
15707,fPxWzZmh7eQ,40.0,50.0,"""/m/01jt3m,/m/0838f""",Toilet flush | Water
15708,fQ4a_uttGCE,90.0,100.0,"""/m/01j3sz,/t/dd00001""",Laughter | Baby laughter
15709,fQK3MzMrkMQ,40.0,50.0,"""/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk""","Domestic animals, pets | Speech | Dog | Growling | Animal"
15710,fR2lhjlHR4I,0.0,10.0,"""/m/015jpf,/m/07cx4""",Dial tone | Telephone
15711,fRX9NT1KNAc,30.0,40.0,"""/m/02p3nc,/m/04rlf""",Hiccup | Music
15712,fRfPTAiG0DU,100.0,110.0,"""/m/07pt_g0""",Pulse
15713,fS076ZSmfTI,10.0,20.0,"""/m/07pp8cl,/m/09x0r,/t/dd00125""","Telephone bell ringing | Speech | Inside, small room"
15714,fSBZIB_U0Lg,110.0,120.0,"""/m/02fxyj""",Humming
15715,fSh9xlPo7vk,510.0,520.0,"""/m/07p6mqd,/m/09x0r,/m/0ytgt""","Slosh | Speech | Child speech, kid speaking"
15716,fSl0iGxw1YI,11.0,21.0,"""/m/07yv9,/m/0gvgw0""",Vehicle | Air brake
15717,fT8FTHEHfzo,0.0,4.0,"""/m/0c1dj""",Sound effect
15718,fTFKAh6stpI,170.0,180.0,"""/m/0dv3j""",Boiling
15719,fTGZEmn3BY4,30.0,40.0,"""/m/015lz1,/m/015vgc,/m/04rlf,/m/04szw,/m/0ggq0m""",Singing | Carnatic music | Music | Musical instrument | Classical music
15720,fTLOOr_RLpg,30.0,40.0,"""/m/078jl""",Snake
15721,fT_ccNQxaPA,30.0,40.0,"""/m/04rlf,/m/06h7j,/m/09x0r""",Music | Run | Speech
15722,fTbTQXqo8Lc,30.0,40.0,"""/m/05rj2,/m/09x0r""",Shuffling cards | Speech
15723,fTlCcBaWYiE,70.0,80.0,"""/m/07c52,/m/09x0r""",Television | Speech
15724,fU8sbRMi3PI,570.0,580.0,"""/m/081rb,/m/09x0r""",Writing | Speech
15725,fU9woCZqemw,40.0,50.0,"""/m/0395lw,/m/04rlf""",Bell | Music
15726,fULqRAn41Gk,30.0,40.0,"""/m/01h82_""",Engine knocking
15727,fUa2M1vEJBQ,30.0,40.0,"""/m/07qjznl,/m/07qjznt""",Tick-tock | Tick
15728,fUklZ6lUsuI,70.0,80.0,"""/m/0326g""",Flamenco
15729,fUyfYKqMP1E,40.0,50.0,"""/m/04rlf,/m/0b_fwt""",Music | Electronic tuner
15730,fV92Nh4-sWk,0.0,10.0,"""/m/018j2,/m/04rlf""",Banjo | Music
15731,fVPgN06gNnA,30.0,40.0,"""/m/015y_n,/m/04rlf""",Swing music | Music
15732,fVlItI3w4U8,22.0,32.0,"""/m/04rlf,/m/04wptg""",Music | Wedding music
15733,fVxcaUv0jPE,70.0,80.0,"""/m/068hy,/m/07pyy8b,/m/09x0r,/m/0bt9lr,/m/0jbk""","Domestic animals, pets | Pant | Speech | Dog | Animal"
15734,fWBzCRl6LUs,0.0,5.0,"""/m/07yv9,/m/0912c9,/m/09x0r,/m/0k4j,/t/dd00128""","Vehicle | Vehicle horn, car horn, honking | Speech | Car | Outside, urban or manmade"
15735,fWOdqEDLbEQ,30.0,40.0,"""/m/03v3yw,/m/04rlf""",Keys jangling | Music
15736,fWTrDugFpko,20.0,30.0,"""/m/03vt0,/m/09f96,/m/0h2mp""","Insect | Mosquito | Fly, housefly"
15737,fWd_b0IOsGM,30.0,40.0,"""/m/04cvmfc,/m/0cdnk""","Roar | Roaring cats (lions, tigers)"
15738,fWfQxB2pVrc,30.0,40.0,"""/m/03qjg,/m/085jw""","Harmonica | Wind instrument, woodwind instrument"
15739,fWg-YqqzJMQ,10.0,20.0,"""/m/012f08,/m/02mk9,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00065""",Motor vehicle (road) | Engine | Vehicle | Speech | Car | Light engine (high frequency)
15740,fWos7Z_zDgg,0.0,10.0,"""/m/014zdl""",Explosion
15741,fWsZ2tzfuEU,19.0,29.0,"""/m/07qcpgn,/m/09x0r""",Tap | Speech
15742,fWu8vVSSkNQ,160.0,170.0,"""/m/085jw,/m/0l14l2""","Wind instrument, woodwind instrument | Shofar"
15743,fX18D1VUEAI,21.0,31.0,"""/m/01xq0k1,/m/07rpkh9,/m/0ch8v""","Cattle, bovinae | Moo | Livestock, farm animals, working animals"
15744,fXfNfvnDyQI,50.0,60.0,"""/m/0790c""",Sonar
15745,fXyyl59aY1I,40.0,50.0,"""/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr,/m/07rwm0c""","Railroad car, train wagon | Train whistle | Rail transport | Train | Clickety-clack"
15746,fY5cWL4SUmw,60.0,70.0,"""/m/06mb1,/t/dd00038""",Rain | Rain on surface
15747,fYvUB-qy4IM,10.0,20.0,"""/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y""",Guitar | Music | Musical instrument | Chorus effect | Plucked string instrument
15748,fYz2JflQAKA,160.0,170.0,"""/m/04rlf,/m/07rkbfh,/m/09x0r""",Music | Chatter | Speech
15749,fZD_P27ebrg,580.0,590.0,"""/m/07r4wb8,/m/09x0r""",Knock | Speech
15750,fZEUTBsfeOM,0.0,10.0,"""/m/0cj0r""",Pink noise
15751,fZMPDCNyQxE,30.0,40.0,"""/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00067""","Accelerating, revving, vroom | Vehicle | Car | Heavy engine (low frequency)"
15752,fZSTpXyty9Q,130.0,140.0,"""/m/02qldy,/m/06bz3,/m/09x0r""","Narration, monologue | Radio | Speech"
15753,fZrqdZFFb5c,180.0,190.0,"""/m/0brhx""",Speech synthesizer
15754,f_7ujxIzNmU,0.0,10.0,"""/m/07qv_d5,/m/07yv9,/m/0912c9""","Toot | Vehicle | Vehicle horn, car horn, honking"
15755,f_9TMVInO90,360.0,370.0,"""/m/07pdhp0""",Biting
15756,f_EvjzspBpk,10.0,20.0,"""/m/06h7j,/m/09x0r""",Run | Speech
15757,f_GjPCYLNdU,10.0,20.0,"""/m/07yv9,/m/0h9mv""",Vehicle | Tire squeal
15758,f_KuNcFykFc,80.0,90.0,"""/m/02p01q,/m/07pdjhy""",Filing (rasp) | Rub
15759,f_NR19LpA_E,0.0,10.0,"""/m/01kcd,/m/07c6l""",Brass instrument | Trombone
15760,f_O34j0YKEU,110.0,120.0,"""/m/09x0r,/m/0fqfqc""",Speech | Drawer open or close
15761,f_wWMxwnOU8,100.0,110.0,"""/m/096m7z""",Noise
15762,faWvKxwpJX8,0.0,10.0,"""/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092""","Boat, Water vehicle | Waves, surf | Wind | Ocean | Sailboat, sailing ship | Wind noise (microphone)"
15763,fax-nHME80g,0.0,10.0,"""/m/0dwsp,/m/0dwtp,/m/0j45pbj""","Marimba, xylophone | Glockenspiel | Mallet percussion"
15764,fb3tkqbMBPA,180.0,190.0,"""/m/04rlf,/m/07s8j8t""",Music | Roll
15765,fbWj1v3-Hus,30.0,40.0,"""/m/03dnzn,/m/0838f""",Bathtub (filling or washing) | Water
15766,fbyB2Yac-l0,540.0,550.0,"""/m/024dl""",Cash register
15767,fcNl0kBRDKg,12.0,22.0,"""/m/04rlf,/m/07qdb04,/m/09ddx""",Music | Quack | Duck
15768,fcUDyoytO-c,140.0,150.0,"""/m/018w8,/m/04rlf,/m/09x0r""",Basketball bounce | Music | Speech
15769,fcWIVV6iKNw,30.0,40.0,"""/m/014zdl,/m/09x0r""",Explosion | Speech
15770,fcpVyvn5vKk,170.0,180.0,"""/m/01xqw,/m/02qmj0d,/m/07y_7,/m/0l14_3""","Cello | String section | Violin, fiddle | Bowed string instrument"
15771,fczL-Xh-Fvg,160.0,170.0,"""/m/0dv3j""",Boiling
15772,fd5JUOIhMxQ,30.0,40.0,"""/m/03cl9h,/m/04rlf""","Ice cream truck, ice cream van | Music"
15773,fdV50LDw7Ek,200.0,210.0,"""/m/07qlwh6,/m/09x0r,/t/dd00125""","Squish | Speech | Inside, small room"
15774,fdmUsDbesFc,0.0,7.0,"""/m/0dl83""",Arrow
15775,fdt3_-KXOhE,330.0,340.0,"""/m/03k3r,/m/09x0r,/m/0jbk,/t/dd00129""","Horse | Speech | Animal | Outside, rural or natural"
15776,fe10sxFSz_I,0.0,10.0,"""/m/03m5k,/m/0d8_n""",Harp | Pizzicato
15777,feaWVXoRz34,21.0,31.0,"""/m/07st88b,/m/09ld4""",Croak | Frog
15778,fee8oYWdGck,90.0,100.0,"""/m/06mb1,/m/07r10fb,/t/dd00038""",Rain | Raindrop | Rain on surface
15779,ff3yZNYPFow,30.0,40.0,"""/m/04rlf,/m/07qv4k0""",Music | Scrape
15780,ffDjx9fnS5s,370.0,380.0,"""/m/07s02z0""",Squeal
15781,ffGnsZTie5k,30.0,40.0,"""/m/07swgks""",Gurgling
15782,ffOHzO9Jkos,40.0,50.0,"""/m/032n05,/m/04rlf""",Whale vocalization | Music
15783,ffWfKwi1P4E,260.0,270.0,"""/m/09ct_,/t/dd00065""",Helicopter | Light engine (high frequency)
15784,ffzihHh0XaM,30.0,40.0,"""/m/04s8yn,/m/07r5c2p""",Crow | Caw
15785,fg-kVzrGi-s,160.0,170.0,"""/m/0dls3""",Grunge
15786,fg0sSitlmtA,540.0,550.0,"""/m/07sx8x_""",Squawk
15787,fg8maVmAS60,430.0,440.0,"""/m/07p7b8y,/m/09x0r""",Fill (with liquid) | Speech
15788,fgL4ehWXrrA,110.0,120.0,"""/m/04rlf,/m/07qs1cx,/m/09x0r""",Music | Crack | Speech
15789,fgcUMxONR0A,30.0,40.0,"""/m/01g90h""",Stomach rumble
15790,fgePtd2aAZ8,30.0,40.0,"""/m/07qfgpx""","Jingle, tinkle"
15791,fgtwncI3RuM,70.0,80.0,"""/m/0dl5d""",Progressive rock
15792,fhB7dSUxcQI,30.0,40.0,"""/m/01h82_,/m/07s02z0""",Engine knocking | Squeal
15793,fhB7j-lgPlM,80.0,90.0,"""/m/03qc9zr,/m/04rlf""",Screaming | Music
15794,fhT7CrdUBZg,30.0,40.0,"""/m/07qdb04,/m/09ddx,/m/0jbk""",Quack | Duck | Animal
15795,fiAcNMpd2vM,270.0,280.0,"""/m/026t6,/m/02hnl,/m/04rlf,/m/04szw,/m/04wptg,/m/0g293""",Drum | Drum kit | Music | Musical instrument | Wedding music | Music of Latin America
15796,fiZpOV40_Rg,180.0,190.0,"""/m/0790c,/t/dd00129""","Sonar | Outside, rural or natural"
15797,fii21uEUzPA,80.0,90.0,"""/m/04rlf,/m/0fd3y""",Music | Ambient music
15798,fioc7suNO3s,68.0,78.0,"""/m/01swy6,/m/04rlf""",Yodeling | Music
15799,fjFBpOeFLB8,60.0,70.0,"""/m/04rlf,/m/07qsvvw""","Music | Burst, pop"
15800,fjJ36C0MZys,250.0,260.0,"""/m/07mzm6,/m/09x0r""",Wheeze | Speech
15801,fjJSS9MVBQM,80.0,90.0,"""/m/01hnzm,/m/04rlf,/m/07cx4,/m/07pp8cl""",Ringtone | Music | Telephone | Telephone bell ringing
15802,fjxD32KIHgE,30.0,40.0,"""/m/01sm1g,/m/026t6,/m/0l14md""",Wood block | Drum | Percussion
15803,fk3PEDZai7o,80.0,90.0,"""/m/03cczk,/m/07pdhp0,/m/09x0r,/t/dd00125""","Chewing, mastication | Biting | Speech | Inside, small room"
15804,fk5c7qDV8zc,29.0,39.0,"""/m/07rjzl8""",Slam
15805,fk6lhvFz-LA,150.0,160.0,"""/m/039jq""",Glass
15806,fkwesuzrOfg,10.0,20.0,"""/m/04rlf,/m/07p6fty,/m/09x0r""",Music | Shout | Speech
15807,fl3C1DksFMg,30.0,40.0,"""/m/01rd7k,/m/025rv6n,/m/07svc2k""",Turkey | Fowl | Gobble
15808,fl9cjlv2Fbw,40.0,50.0,"""/m/025td0t,/m/04rlf""",Background music | Music
15809,flJI_IW5-jM,30.0,40.0,"""/m/07rgt08,/t/dd00001""","Chuckle, chortle | Baby laughter"
15810,flWgEk6Fga0,0.0,10.0,"""/m/046dlr,/m/04rlf""",Alarm clock | Music
15811,flha12N3eyo,270.0,280.0,"""/m/03cczk""","Chewing, mastication"
15812,flx9fc_HiIM,30.0,40.0,"""/m/07r_80w""",Hoot
15813,fm4gsZibPs0,80.0,90.0,"""/m/01x3z,/m/04rlf,/m/05fw6t""",Clock | Music | Music for children
15814,fmHbWq-7-iQ,160.0,170.0,"""/m/04rlf,/t/dd00036""",Music | Angry music
15815,fmTUlvbfSSU,30.0,40.0,"""/m/07p9k1k,/m/07q2z82""","Sizzle | Accelerating, revving, vroom"
15816,fmXZ2zxNK70,30.0,40.0,"""/m/01h82_,/m/01yg9g""",Engine knocking | Lawn mower
15817,fmZvgPVV2XQ,14.0,24.0,"""/m/07sx8x_""",Squawk
15818,fnCOPHxSOAs,90.0,100.0,"""/m/023vsd,/m/07pdjhy""",Sanding | Rub
15819,fnPmaZ00gic,0.0,10.0,"""/m/04rlf,/m/09x0r,/t/dd00121,/t/dd00125""","Music | Speech | Boing | Inside, small room"
15820,fnUAeKbm14o,30.0,40.0,"""/m/04rlf,/m/07qwdck,/m/09x0r""",Music | Ping | Speech
15821,fndoOosNlgA,30.0,40.0,"""/m/01bns_,/m/0d8_n""",Zither | Pizzicato
15822,foLEI7XUaBM,330.0,340.0,"""/m/012ndj,/m/03j1ly,/m/03kmc9""","Fire engine, fire truck (siren) | Emergency vehicle | Siren"
15823,foxHN2bZXSk,0.0,6.0,"""/m/0gy1t2s""",Bicycle bell
15824,fp0oCFL6w4o,160.0,170.0,"""/m/015lz1,/m/04rlf,/m/06rqw""",Singing | Music | Ska
15825,fpSmfkWnn4Q,380.0,390.0,"""/m/04rlf,/m/07pt_g0,/m/09x0r""",Music | Pulse | Speech
15826,fpWdNeGCKqc,40.0,50.0,"""/m/0463cq4,/t/dd00002""","Crying, sobbing | Baby cry, infant cry"
15827,fpaWI4bEnWE,100.0,110.0,"""/m/01glhc,/m/04rlf""",Tapping (guitar technique) | Music
15828,fpbtmY9VfCw,230.0,240.0,"""/m/026z9,/m/02lkt,/m/03mb9,/m/04rlf""",Disco | Electronic music | House music | Music
15829,fpdgtpBOh-c,40.0,50.0,"""/m/01xqw,/m/02fsn,/m/0l14_3""",Cello | Double bass | Bowed string instrument
15830,fppKGJD3Y6c,30.0,40.0,"""/m/015p6,/m/020bb7,/m/07pggtn""","Bird | Bird vocalization, bird call, bird song | Chirp, tweet"
15831,fq6bQtbW56k,180.0,190.0,"""/m/04rlf,/m/06h7j""",Music | Run
15832,fq86We39XDs,10.0,20.0,"""/t/dd00088""",Gush
15833,fqC3qK22QZg,180.0,190.0,"""/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07qn5dc,/m/07st89h,/m/09b5t""","Bird | Turkey | Bird vocalization, bird call, bird song | Fowl | Chirp, tweet | Crowing, cock-a-doodle-doo | Cluck | Chicken, rooster"
15834,fqCiHnoQUzo,18.0,28.0,"""/m/07rcgpl,/m/07rgkc5""",Hum | Static
15835,fqHyomb5D4E,550.0,560.0,"""/m/0130jx,/m/02jz0l,/m/0838f""","Sink (filling or washing) | Water tap, faucet | Water"
15836,fr2T-Rcgq1c,0.0,10.0,"""/m/03lty""",Heavy metal
15837,frNeSUlR8ZI,9.0,19.0,"""/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k""","Bird | Turkey | Bird vocalization, bird call, bird song | Fowl | Gobble"
15838,fraEiYysAi8,30.0,40.0,"""/m/07qn4z3""",Rattle
15839,frpOUQKpF1U,0.0,10.0,"""/m/04rlf,/m/07qb_dv""",Music | Scratch
15840,frqnZb8Ssjo,90.0,100.0,"""/m/0239kh,/m/026t6,/m/02hnl,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md""",Cowbell | Drum | Drum kit | Rimshot | Snare drum | Bass drum | Percussion
15841,fsDLR7pK3bs,3.0,13.0,"""/m/0239kh""",Cowbell
15842,fsO810ujIJI,100.0,110.0,"""/m/04rlf,/t/dd00032""",Music | Funny music
15843,fsWmRuLVIaU,0.0,10.0,"""/m/02p3nc,/m/09x0r""",Hiccup | Speech
15844,fsXQHyg5qDI,120.0,130.0,"""/m/01glhc,/m/0342h,/m/04szw,/m/0fx80y""",Tapping (guitar technique) | Guitar | Musical instrument | Plucked string instrument
15845,fse7DbNmyNs,410.0,420.0,"""/m/03cl9h""","Ice cream truck, ice cream van"
15846,fsgqa6oQq50,1.0,11.0,"""/m/06h7j,/m/09x0r,/t/dd00128""","Run | Speech | Outside, urban or manmade"
15847,fsuAC7yVCX8,260.0,270.0,"""/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048""","Railroad car, train wagon | Rail transport | Train | Train wheels squealing"
15848,ftKCLRd9_no,80.0,90.0,"""/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y""",Music | Musical instrument | Ukulele | Speech | Plucked string instrument
15849,ftfyCGbJJ6k,30.0,40.0,"""/m/024dl,/m/09x0r""",Cash register | Speech
15850,ftuaQ40XKow,40.0,50.0,"""/m/0463cq4,/m/07qw_06,/m/09x0r""","Crying, sobbing | Wail, moan | Speech"
15851,fu1zSYsrkbc,10.0,20.0,"""/m/04rlf,/m/0m0jc,/t/dd00129""","Music | Electronica | Outside, rural or natural"
15852,fu5PSTbkCTY,23.0,33.0,"""/m/032s66,/m/073cg4""","Gunshot, gunfire | Cap gun"
15853,fuG1mhwpLzc,30.0,40.0,"""/m/04rlf,/m/07pkxdp""",Music | Lullaby
15854,fuJ8JKWFg8Y,130.0,140.0,"""/m/07qlf79""",Spray
15855,fudxPz__Ks8,160.0,170.0,"""/m/023pjk,/m/04brg2""","Cutlery, silverware | Dishes, pots, and pans"
15856,fuo-4PeDEo0,10.0,20.0,"""/m/01v_m0,/m/0hdsk""",Sine wave | Chirp tone
15857,fvG7nQuLMn8,50.0,60.0,"""/m/01d3sd""",Snoring
15858,fvSnFEsn_NI,390.0,400.0,"""/m/07qc9xj,/m/09x0r,/t/dd00125""","Clicking | Speech | Inside, small room"
15859,fvTh5m9RHZw,90.0,100.0,"""/m/03qjg,/m/085jw""","Harmonica | Wind instrument, woodwind instrument"
15860,fvXl_s2jCJ4,30.0,40.0,"""/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr""","Railroad car, train wagon | Train horn | Rail transport | Train"
15861,fvYPQygklIo,30.0,40.0,"""/m/019jd,/m/03m9d0z,/m/03qtwd,/m/06q74,/t/dd00092""","Boat, Water vehicle | Wind | Crowd | Ship | Wind noise (microphone)"
15862,fvpDYGzdRmo,120.0,130.0,"""/m/04rlf,/m/04szw,/m/05lls,/m/05pd6,/m/085jw,/m/0l14j_""","Music | Musical instrument | Opera | Orchestra | Wind instrument, woodwind instrument | Flute"
15863,fvrVsDH2LuY,30.0,40.0,"""/m/0hdsk""",Chirp tone
15864,fw7Y8n_0sYg,70.0,80.0,"""/m/01x3z,/m/0gy1t2s""",Clock | Bicycle bell
15865,fwLc41q5Sow,100.0,110.0,"""/m/046dlr,/m/07pp_mv,/m/09x0r""",Alarm clock | Alarm | Speech
15866,fwM7HJ3BNFs,210.0,220.0,"""/m/01y3hg,/m/02fs_r,/m/09x0r,/t/dd00125""","Smoke detector, smoke alarm | Beep, bleep | Speech | Inside, small room"
15867,fwPlURyv964,200.0,210.0,"""/m/01v1d8,/m/04rlf,/m/07pt_g0""",Sampler | Music | Pulse
15868,fwS-Sm3qu94,30.0,40.0,"""/m/02fxyj,/m/04rlf""",Humming | Music
15869,fwSQ3XVZ4jE,270.0,280.0,"""/m/04rlf,/m/0fd3y""",Music | Ambient music
15870,fwVL1NnQ3Ng,0.0,10.0,"""/m/0642b4,/m/09x0r""",Cupboard open or close | Speech
15871,fwXh_lMOqu0,330.0,340.0,"""/m/03qjg,/m/085jw""","Harmonica | Wind instrument, woodwind instrument"
15872,fw_cFbj9eHQ,270.0,280.0,"""/m/01sm1g,/m/026t6,/m/0l14md""",Wood block | Drum | Percussion
15873,fwddYecg9AQ,50.0,60.0,"""/m/0199g""",Bicycle
15874,fwedm2P1nnI,360.0,370.0,"""/m/03v3yw,/m/09x0r""",Keys jangling | Speech
15875,fwh5e8_zaNY,60.0,70.0,"""/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c""","Subway, metro, underground | Railroad car, train wagon | Rail transport | Train | Clickety-clack"
15876,fx3-JxVOwog,20.0,30.0,"""/m/01jg02,/m/01jg1z""","Heart sounds, heartbeat | Heart murmur"
15877,fxIm2_now5s,30.0,40.0,"""/m/07rqsjt""","Whoosh, swoosh, swish"
15878,fxWReqUq-y4,460.0,470.0,"""/m/07s12q4""",Crunch
15879,fxbrSjGLrXY,160.0,170.0,"""/m/01bjv,/m/07yv9,/m/0912c9""","Bus | Vehicle | Vehicle horn, car horn, honking"
15880,fxznho_kNPY,90.0,100.0,"""/m/01xqw,/m/02fsn,/m/07y_7,/m/0l14_3""","Cello | Double bass | Violin, fiddle | Bowed string instrument"
15881,fyBpVQ0D3aw,30.0,40.0,"""/m/030rvx""",Buzzer
15882,fyE76QcAEgU,30.0,40.0,"""/m/0261r1""",Babbling
15883,fyLctn3jNUs,160.0,170.0,"""/m/07kc_,/m/09x0r""",Theremin | Speech
15884,fyUd2i0UWWk,310.0,320.0,"""/m/07rjzl8,/t/dd00129""","Slam | Outside, rural or natural"
15885,fyqqAru0PHw,340.0,350.0,"""/m/07plz5l,/m/09x0r""",Sigh | Speech
15886,fz6-6rotQWE,350.0,360.0,"""/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr""","Subway, metro, underground | Railroad car, train wagon | Rail transport | Train"
15887,fzDuukVsc4o,70.0,80.0,"""/m/03_d0,/m/04rlf""",Jazz | Music
15888,fzLnKP2P-GI,130.0,140.0,"""/m/07rkbfh,/m/09x0r""",Chatter | Speech
15889,fzORTrZFfRQ,360.0,370.0,"""/m/06bz3""",Radio
15890,fzQteqr9exo,380.0,390.0,"""/m/01d380,/m/07k1x,/m/0_ksk""",Drill | Tools | Power tool
15891,fziBVTPIiao,190.0,200.0,"""/m/0dwsp,/m/0dwtp,/m/0j45pbj""","Marimba, xylophone | Glockenspiel | Mallet percussion"
15892,fzl8yrVfLAY,90.0,100.0,"""/m/04_sv,/m/04rlf,/m/07qv_d5,/m/07yv9,/t/dd00128""","Motorcycle | Music | Toot | Vehicle | Outside, urban or manmade"
15893,fzm5Tcf5_MU,30.0,40.0,"""/m/04rlf,/m/07pjwq1,/m/09x0r""",Music | Buzz | Speech
15894,fzmakPMuQus,0.0,10.0,"""/m/06_y0by""",Environmental noise
15895,fzoRJ3-NJLE,30.0,40.0,"""/m/03kmc9,/m/0dgbq""",Siren | Civil defense siren
15896,g-9ub9jQpvU,30.0,40.0,"""/m/01bjv,/m/07yv9""",Bus | Vehicle
15897,g-D_5exPsI0,30.0,40.0,"""/m/07s34ls""",Whir
15898,g-Lzi2zBQXg,70.0,80.0,"""/m/04rlf,/t/dd00036""",Music | Angry music
15899,g-ZOluGhMoA,270.0,280.0,"""/m/04rlf,/t/dd00036""",Music | Angry music
15900,g-bP9srRGQc,10.0,20.0,"""/m/04rlf,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk""","Music | Domestic animals, pets | Dog | Growling | Animal"
15901,g-h0iVR7bBc,20.0,30.0,"""/m/012f08,/m/07q2z82,/m/0k4j""","Motor vehicle (road) | Accelerating, revving, vroom | Car"
15902,g-x_OPlVpuo,10.0,20.0,"""/m/03wvsk""",Hair dryer
15903,g05meUfbAOI,20.0,30.0,"""/m/04rlf,/m/0790c""",Music | Sonar
15904,g0AXzsecS5M,40.0,50.0,"""/m/0283d,/m/02lkt,/m/04rlf,/m/06bxc,/m/0glt670""",Drum and bass | Electronic music | Music | Rapping | Hip hop music
15905,g0K_MKLP660,340.0,350.0,"""/m/07r5v4s,/m/09x0r,/t/dd00129""","Drip | Speech | Outside, rural or natural"
15906,g0QwjI34YHg,30.0,40.0,"""/m/09x0r,/t/dd00002""","Speech | Baby cry, infant cry"
15907,g0aOPWwNMFQ,80.0,90.0,"""/m/01xqw,/m/02fsn,/m/07y_7,/m/0l14_3""","Cello | Double bass | Violin, fiddle | Bowed string instrument"
15908,g0lvHsXHtB0,70.0,80.0,"""/m/02rtxlg,/m/09x0r""",Whispering | Speech
15909,g11bBrhKvug,10.0,20.0,"""/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv""","Bird | Bird vocalization, bird call, bird song | Coo | Pigeon, dove"
15910,g16vHZQtFAw,30.0,40.0,"""/m/016cjb,/m/04rlf""",Gospel music | Music
15911,g1HyZDXSyI8,30.0,40.0,"""/m/01v1d8,/m/04rlf,/m/0cfdd""",Sampler | Music | Drum machine
15912,g1RUX6V-bcA,530.0,540.0,"""/m/01jt3m,/m/0838f""",Toilet flush | Water
15913,g1cdo9nKQHY,30.0,40.0,"""/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092""","Boat, Water vehicle | Waves, surf | Wind | Ocean | Ship | Wind noise (microphone)"
15914,g1ot5bjgJEs,0.0,10.0,"""/m/08p9q4""",Sidetone
15915,g1u8Oxia1oI,60.0,70.0,"""/m/07r4gkf""",Patter
15916,g2BSnZZZtRs,410.0,420.0,"""/m/012f08,/m/04gxbd,/m/07yv9,/m/09x0r,/m/0k4j""","Motor vehicle (road) | Power windows, electric windows | Vehicle | Speech | Car"
15917,g2DqlqY5i3k,530.0,540.0,"""/m/04rlf,/m/07qw_06""","Music | Wail, moan"
15918,g2H8i_TuhgI,30.0,40.0,"""/m/05pd6""",Orchestra
15919,g2M7Frp85Ck,30.0,40.0,"""/m/03lty,/m/04rlf""",Heavy metal | Music
15920,g2kXDq_222k,0.0,10.0,"""/m/085jw,/m/0l14l2""","Wind instrument, woodwind instrument | Shofar"
15921,g2luDrRL8Ew,90.0,100.0,"""/m/09x0r,/m/0fqfqc""",Speech | Drawer open or close
15922,g2tRAxYP9YQ,170.0,180.0,"""/m/014yck,/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j,/t/dd00128""","Aircraft engine | Vehicle | Speech | Fixed-wing aircraft, airplane | Aircraft | Outside, urban or manmade"
15923,g3n3aXKoTiU,50.0,60.0,"""/m/01c194,/m/02fxyj""",Mantra | Humming
15924,g3sHyGWuZPQ,30.0,40.0,"""/m/07pjjrj,/m/07rdhzs""","Smash, crash | Whack, thwack"
15925,g3y4ZkRoKx4,60.0,70.0,"""/m/09x0r,/t/dd00127""","Speech | Inside, public space"
15926,g4OpFzpqETo,30.0,40.0,"""/m/04rlf,/m/0jtg0""",Music | Sitar
15927,g4jPqcjD9CA,30.0,40.0,"""/m/024dl,/m/09x0r""",Cash register | Speech
15928,g4t_BVSzZ7s,270.0,280.0,"""/m/07szfh9""",Cacophony
15929,g5FcJLulKAk,30.0,40.0,"""/m/04rlf,/m/0gg8l""",Music | Bluegrass
15930,g5Lgcen-PGI,30.0,40.0,"""/m/04rlf,/m/07pzfmf""",Music | Crackle
15931,g5Re0hkbgGU,10.0,20.0,"""/m/04rlf,/m/0790c""",Music | Sonar
